author;message;like_count;time
@rodrigoribeiro3692;Kkkkkk, já vi dança da cadeira, agora tomar cadeirada é Foda😂🤣😂🤣;0;2024-09-18T18:44:14Z
@mercedesfernandesdavi1103;😅😅😅😅;0;2024-09-18T18:37:47Z
@vagner.expedito;Marcola falou da família do Datena, sofreu foi pouco.;0;2024-09-18T18:33:45Z
@Eusouogoogler;A cadeira deveria ganhar um Oscar, se não fosse ela essa cena emocionante não ocorreria;0;2024-09-18T18:26:08Z
@MiguelEzequiel144;Não Á Censura ! Não á Vótos E 'Úrnas Heletronicas !  Não Áo Governo Único! Não Á Agenda 2030!Quem não vai e não aceita a Nova ordem mundial /👁️\ /G\ 🇻🇳 não aceita e ponto final. Não Adiantam Pirraçar e Forçar na Marra,Não Adianta Fazer totalitarismos/Comunismos/ Nazismos Crises Mundiais e Nacionais, Fome, Matança Fianaciamentos Para As Grandes Midías, Doênças e Perseguição Em Massa,É Bíblico, Não Adianta ! Não Á ONU ! Não Á OMS ! Não Áos ''Banqueiros'' Satanistas /👁️\ Iluminati /G\ Maçons,Não adianta Querer Perseguir e Matar Os Cristãos e as pessoas Boas honestas! Não Aceitamos e Nunca Vamos Aceitar a Nova Ordem/👁️\666🇻🇳/G\ mundial Ponto Final !;0;2024-09-18T18:04:09Z
@mariletizanezi8110;Dantena !Ele não tem controle nenhumNão está preparado para suportar pressão é um bananaComo tá preparado para assumir a maori  prefeitura do BRASIL  ?Sem nenhum controle mentalToda vez que ficar nervosinho vai sair dando cadeira da mesada nós funcionários públicos  é no povo ?É um louco !Se tivesse armado tinha matado o MARCALDoidão;0;2024-09-18T17:42:03Z
@Maiuricorrea23;Datena: Pablo, conhece o ferreira?Pablo: Que Ferreira?Datena: Aquele que te acerta com a cadeira! 🪑😂;1;2024-09-18T17:41:56Z
@patriciaferro120;Apanhou porque mereceu ...provocou com palavras ,gente assim é perigosa ... Não convém com a postura de um Político....Marçal é agitador, não pode ganhar .Gosto dele como Palestrante....como político,na minha opinião não tem nada a ver.;0;2024-09-18T17:38:26Z
@marvinfortesTechnologies;Bem feito😅;0;2024-09-18T17:38:08Z
@suelidapiedadeteixeiraarru9924;Datena provou q é homen ele não era kkkk;1;2024-09-18T16:25:04Z
@betofs6614;A bandidagem deve q rachou o bico vendo o datena sendo notícia no Brasil urgente;1;2024-09-18T16:23:13Z
@MarciaBarbara-qr7el;Respeite para ser respeitado seja lá quem for acho que o rapaz faltou nesta aula se nao se comportar corre o risco de mais cadeirada o povão  não tolera acha  que politico doido pra se eleger como todos que só visa vitoria deixaria ser humilhado em publico? Que feio 😢 😅😅😅😅😅é;0;2024-09-18T16:15:58Z
@gabrieloliveira744;AA CADEEIRA USE A CADEEIRA By sherek KKKKKKKKKK;1;2024-09-18T16:15:27Z
@IsmaelMendonça-k6x;O Datena nessa hora/ de raiva veio encardido/ partiu pra cima do Pablo/ como um cão enraivecido 😮;0;2024-09-18T15:22:34Z
@Kennedyjuniopsj;😂😂😂😂😂😂😂😂😂;0;2024-09-18T15:14:06Z
@webb_jamesvil;Agora Marçal vai vender o curso de como desviar de uma cadeia!;0;2024-09-18T15:03:24Z
@eonicesilvacarvalho3253;Kkkkkkkkkkkkkkkk;0;2024-09-18T14:14:16Z
@edisoncolorado4285;Que país é esse que o cara dá uma cadeirada no outro e não vai preso? Como levar um povo desses a sério?;0;2024-09-18T14:00:57Z
@Paz_sempre;Marçal é um mentalista,quis acabar com a candidatura do Datena, porisso ele provocou tanto, justamente para Datena perder a cabeça e agredilo só para perder votos ,más na verdade quem agrediu foi Marçal, com palavras ofensivas, sem respeito, sem mérito de um candidato preparado para assumir, palavras ofensivas dói mais do que agressão física, dor física, passa, dor de palavras dificilmente passa.;0;2024-09-18T13:21:48Z
@severinatereza8605;😂😂😂😂😂;0;2024-09-18T12:57:46Z
@EdsonSilva-k8x;Datena   quaze  alejou  o  amigo   eu ameiiiiii;1;2024-09-18T12:31:17Z
@franciscocorreia7952;Datena pergunta Marsal vc conhece o homem panela marsal quem é Datena aquele que vai quebrar tua costela 😂😂😂😂;1;2024-09-18T12:30:43Z
@ezequielrodriguesmoraes2253;Bom dia, isso não vai afetar em nada a candidatura do Datena,;0;2024-09-18T11:41:22Z
@Bruno-tb9rs;hahahahahaha;1;2024-09-18T11:32:01Z
@gracamello3846;Datena e que estava sendo acredito verbalmente e se defendeu.;1;2024-09-18T10:53:16Z
@AnoarMeiradepaula;Bem merecido datena assim q a gente faz pra essa rafuagem kkkk;1;2024-09-18T10:19:36Z
@ivanbenetti4590;Datena é uma piada, não passa de um f... e o apresentador é igual o Datena, agrediu no final do debate um cidadão e ainda pegou o celular do cidadão e jogou contra a parede da emissora, que não passa de um lixo com outras emissoras. O socialismo está fazendo desse país uma mer....;0;2024-09-18T03:25:46Z
@MacloffGomes;🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑🪑;2;2024-09-18T02:27:50Z
@monalizaarantes3739;😂  🪑🪑🪑🪑;1;2024-09-18T02:15:03Z
@ElianeJardins;Que isso, o fim do mundo! Porque não seguimos o modo USA se o candidato falar fake-news ser desmascarado no ar!!!!;0;2024-09-18T02:09:52Z
@Kaneki_editz23;E brinCADEIRA;0;2024-09-18T01:24:24Z
@Glenda1212;Batia mais;1;2024-09-18T00:59:04Z
@cesarnovaes4026;Extra!extra! Datena desiste da cadeira de prefeiti e passa para o seu concorrente marsal lll;0;2024-09-18T00:02:21Z
@birinhos;Cão que ladra ... Apanha com a cadeira lol;0;2024-09-17T23:23:06Z
@moisesalbuquerquewanzilerw5041;😅 O Datena é uma PIADA! 😂;0;2024-09-17T22:52:25Z
@genisantana4192;Ele esticou o a briga Marçal tem que levarkkk;2;2024-09-17T21:12:16Z
@genisantana4192;Parabéns  Datena a gente sabe quem vc parabéns ele está estigando a briga agora ele tomou  oque ele merece ele não fala de projeto p sp Marçal essa e primeira vai ter mais vc gosta cadeira nele pcc;1;2024-09-17T20:53:44Z
@genisantana4192;Datena desse para dormir 2 mês safado;0;2024-09-17T20:50:24Z
@genisantana4192;Nós comerciais;0;2024-09-17T20:49:25Z
@Deandraderj33;Datena aplicou um chair shot. Parece aquele golpe do WWE.;0;2024-09-17T20:36:00Z
@renatoleal435;Aaaaahhhhh....Nem foi uma porrada SÉRIA....;1;2024-09-17T20:19:01Z
@lili.germanogmail.comgerma1376;Dapena ignorante, 🤮🤮🤮🤮🤮;0;2024-09-17T20:04:33Z
@claudiobarbosaduarte1484;Datena vai levar ganhar é fumo;0;2024-09-17T17:59:26Z
@Gio-oy6nb;Ele PEDIU e recebeu.;2;2024-09-17T17:44:31Z
@marilenekeiser3739;😅😅😅😅😅😅 nao assisto mais TV,  nem tava entendendo memes da cadeira do datena kkk. Que burro o Marçal,  isso deu engajamento pro Datena kkkk;0;2024-09-17T16:03:28Z
@DanielFerreira-we8hi;Agora vai ficar doente  este filme  acho  ja vi kkkk;1;2024-09-17T13:49:12Z
@robsonrodrigues5657;Datena vc já tem meu voto;1;2024-09-17T13:45:55Z
@allanaugusto2880;Marçal teve a chance de se 'defender' dando uma surra nesse vovô safado... Masssss né...;0;2024-09-17T13:38:03Z
@RyuRangerRetrogames;Isso é Brasil, minha gente.;0;2024-09-17T13:31:06Z
@AdemirCarvalho-qk4zh;Teve ó que mereceu num é quem fica falando mal do outro tenque levar mesmo;0;2024-09-17T12:57:47Z
@AntoniaPaula-f7o;Ele pediu pra apanhar kkkk;1;2024-09-17T12:50:08Z
@nezianenezi494;😂 esse é sinal de quem falar o que quer ,e acaba levando agressão;0;2024-09-17T11:56:51Z
@MarySilva-eo3yr;Que feio. Jesus Cristo que nível de pessoa é  essa a frente de um governo;0;2024-09-17T11:53:10Z
