author,message,like_count,time
@Dri_maria,BAIXARIA!!!,0,2024-09-16T15:17:02Z
@iklaudio6757,O caderudo  ataca novamente  😮😅,0,2024-09-16T15:16:33Z
@winprosistemas,Estou Contando as horas para o próximo Telecatch Brasil.,0,2024-09-16T15:14:31Z
@gd9721,"<a href=""https://www.youtube.com/watch?v=WlvMC93Vmys&amp;t=205"">3:25</a> não sei quem gravou isso, mas essa pessoa merece o prêmio de mais burr0 do mundo",1,2024-09-16T15:12:28Z
@jivaldoalves7344,Valeu datena 😂,0,2024-09-16T15:11:46Z
@antonioricardomoreira7232,kkkkk!!!que cadeirada gostosa!!Pablo Marçal chato pra caralho!!se eu morasse em são Paulo eu ia fazer o D,0,2024-09-16T15:10:21Z
@franciscojoelitondeoliveir5121,"Datena tá certo , em fascista tem que meter o aço até suástica virar catavento",0,2024-09-16T15:10:00Z
@deizealmeida8325,Marcal ptovoca faz bulling vom os candidstod nao tem postura  febovha mimica  como nicolas  dentro do vongresso assobiou dedos na boca para presidente chamando nove dedos depois virou costas com oitros comparsas na hora do hino nacional sconteceu dentro fo congreaso eles provocsm sao parecidos,0,2024-09-16T15:08:45Z
@PATOLA.,"No Brasil Urgente, vai estar assim: Datena usar da violência para agredir Pablo Marçal, candidato à prefeitura de São Paulo, é uma barbaridade. O que acontece nesse debate no Brasil é vergonhoso. Esse Datena tem que ir para a cadeia; esse agressor não pode continuar solto, agredindo candidatos. A justiça deve ser feita para que esse agressor não agreda mais ninguém",0,2024-09-16T15:08:31Z
@johnlibonati170,"Datena ganhou meu voto, so que eu sou do RJ.",0,2024-09-16T15:07:22Z
@selvagemnativo,Dantena fez o que 99% dos brasileiros tinha vontade de fazer com este meliante ladrão de velhos aplicador de golpe virtual bandidinho virtual sem escrúpulos grande dantena ganhou meu voto você mostrou que é mais homem que muitos jovens Nutella homem ê isso tem que ter caráter personalidade e não aceita ter sua honra atingida por vagabundo virtual assaltante virtual tem que leva é porrada mesmo  valeuuuuuu dantena ganhou meu voto,0,2024-09-16T15:06:37Z
@andersnlex,Mereceu a cadeirada.,0,2024-09-16T15:06:21Z
@leiaparaserlivre,"Que invejaaaaaaaaaaaaa do Datena, como queria ter sido eu dar essa cadeirada no boçal",0,2024-09-16T15:00:18Z
@LeandroRocha-s2m,"Esse é o verdadeiro Datena, aquele do programinha chato da tv é uma farsa !!",0,2024-09-16T14:58:04Z
@peqprincipe,5ª. Série total.,0,2024-09-16T14:55:04Z
@canalartebrasileira1211,Todo bolsonarista é sociopata. Tinha que acertar direito essa cadeira.,0,2024-09-16T14:54:25Z
@UnderCar_Suspensões,Que país vergonhoso,0,2024-09-16T14:54:19Z
@josegama6828,Nossa machucou a . 💺,0,2024-09-16T14:54:00Z
@pr.davidalmeida1702,Já pensou se o Datena tivesse com uma arma de fogo?,0,2024-09-16T14:52:37Z
@mariaseverinasilva1699,Sou datena por que algum homem de verdade. Vai querer ser julgado que nao e homem??,0,2024-09-16T14:51:44Z
